batch_index,metric,tau,area,comp,suff
2,mse,19,0.1,6.748973,14.243349
2,mse,19,0.15,8.258465,11.813803
2,mae,20,0.05,8.130423,16.997221
2,mae,20,0.075,9.566465,16.191534
2,mae,20,0.1,10.248098,15.326509
2,mae,20,0.15,10.668425,13.2149
2,mse,20,0.05,5.183352,18.462696
2,mse,20,0.075,6.512751,16.856527
2,mse,20,0.1,7.404034,14.932768
2,mse,20,0.15,8.558172,11.660941
2,mae,21,0.05,8.091774,17.465673
2,mae,21,0.075,9.208014,16.091856
2,mae,21,0.1,10.067212,14.833449
2,mae,21,0.15,10.527895,13.096083
2,mse,21,0.05,5.1802,19.617575
2,mse,21,0.075,6.076642,16.637989
2,mse,21,0.1,7.204295,14.322226
2,mse,21,0.15,8.066011,11.095066
2,mae,22,0.05,8.471601,17.773144
2,mae,22,0.075,9.582067,15.752581
2,mae,22,0.1,10.855269,15.404387
2,mae,22,0.15,12.105865,13.122648
2,mse,22,0.05,5.297332,20.317173
2,mse,22,0.075,6.667062,16.149025
2,mse,22,0.1,8.096655,15.320204
2,mse,22,0.15,10.375021,11.430097
2,mae,23,0.05,8.768654,17.651255
2,mae,23,0.075,9.580054,16.135662
2,mae,23,0.1,10.125963,15.304848
2,mae,23,0.15,11.990504,13.648735
2,mse,23,0.05,5.899355,19.996056
2,mse,23,0.075,6.509677,16.360092
2,mse,23,0.1,7.241293,14.932646
2,mse,23,0.15,10.015038,12.34125
3,mae,0,0.05,9.518879,17.515881
3,mae,0,0.075,10.392221,16.505783
3,mae,0,0.1,10.838861,15.757914
3,mae,0,0.15,12.077534,14.203798
3,mse,0,0.05,6.8195,19.961674
3,mse,0,0.075,8.010637,18.026003
3,mse,0,0.1,8.403482,16.452511
3,mse,0,0.15,10.178185,13.388558
3,mae,1,0.05,8.7491,17.429707
3,mae,1,0.075,9.174419,15.874659
3,mae,1,0.1,9.523594,15.115192
3,mae,1,0.15,10.086836,12.907706
3,mse,1,0.05,5.985437,19.78005
3,mse,1,0.075,6.256629,16.742226
3,mse,1,0.1,6.410459,15.117756
3,mse,1,0.15,7.438037,10.865796
3,mae,2,0.05,9.068518,17.19199
3,mae,2,0.075,9.797075,15.963942
3,mae,2,0.1,9.844296,15.32583
3,mae,2,0.15,10.818443,12.402908
3,mse,2,0.05,6.318842,19.609154
3,mse,2,0.075,6.939025,17.401827
3,mse,2,0.1,7.007354,15.917221
3,mse,2,0.15,8.191316,10.619862
3,mae,3,0.05,9.860742,17.316666
3,mae,3,0.075,9.901949,15.282753
3,mae,3,0.1,9.645449,14.336031
3,mae,3,0.15,11.014742,12.291887
3,mse,3,0.05,7.740467,19.654678
3,mse,3,0.075,7.630816,15.680174
3,mse,3,0.1,6.90704,13.755699
3,mse,3,0.15,8.72401,9.978757
3,mae,4,0.05,9.624537,17.141163
3,mae,4,0.075,10.602758,14.901826
3,mae,4,0.1,10.584144,13.969065
3,mae,4,0.15,11.357743,11.547936
3,mse,4,0.05,7.010085,19.073868
3,mse,4,0.075,8.512546,14.693467
3,mse,4,0.1,8.312475,12.751597
3,mse,4,0.15,9.618859,8.830643
3,mae,5,0.05,10.619233,16.774593
3,mae,5,0.075,11.05295,15.726769
3,mae,5,0.1,11.12929,14.277868
3,mae,5,0.15,11.937986,12.269693
3,mse,5,0.05,8.566026,18.096495
3,mse,5,0.075,9.590348,15.674524
3,mse,5,0.1,9.622908,13.442474
3,mse,5,0.15,10.469799,9.861935
3,mae,6,0.05,9.712465,17.377819
3,mae,6,0.075,10.956996,15.345425
3,mae,6,0.1,11.987917,14.703102
3,mae,6,0.15,11.940754,12.392902
3,mse,6,0.05,6.63857,19.054268
3,mse,6,0.075,8.379277,14.945947
3,mse,6,0.1,10.389262,13.869186
3,mse,6,0.15,10.364149,10.215523
3,mae,7,0.05,8.590895,17.113779
3,mae,7,0.075,9.644384,15.262167
3,mae,7,0.1,11.182432,13.711992
3,mae,7,0.15,11.57805,11.906973
3,mse,7,0.05,5.996219,18.296412
3,mse,7,0.075,7.027192,14.406021
3,mse,7,0.1,9.02193,11.989203
3,mse,7,0.15,9.664865,9.03753
3,mae,8,0.05,8.496093,16.645157
3,mae,8,0.075,10.39451,14.930407
3,mae,8,0.1,10.31352,14.273048
3,mae,8,0.15,11.696261,13.000937
3,mse,8,0.05,5.374409,17.83112
3,mse,8,0.075,7.783053,14.25299
3,mse,8,0.1,7.798598,13.158058
3,mse,8,0.15,9.944345,10.901511
3,mae,9,0.05,8.195024,16.704823
3,mae,9,0.075,10.136869,14.962278
3,mae,9,0.1,10.812796,13.953391
3,mae,9,0.15,12.113171,11.330906
3,mse,9,0.05,5.184427,17.849113
3,mse,9,0.075,7.36633,14.406876
3,mse,9,0.1,8.180629,12.708988
3,mse,9,0.15,10.327229,8.513682
3,mae,10,0.05,7.61736,16.815239
3,mae,10,0.075,10.099774,15.97924
3,mae,10,0.1,10.583596,14.593041
3,mae,10,0.15,12.177678,11.91669
3,mse,10,0.05,4.177966,17.980957
